IL,10,6,7,10,0,0,0,0,0
IL,9,6,7,10,0,0,0,0,0
IL,8,5,6,10,0,0,0,0,0
IL,7,5,6,10,0,0,0,0,0
IL,6,5,6,10,0,0,0,0,0
IL,5,5,6,10,0,0,0,0,0
IL,4,4,5,10,0,0,0,0,0
IL,3,4,5,10,0,0,0,0,0
IL,2,4,5,10,0,0,0,0,0
IL,1,3,5,9,0,0,0,0,0
IL,0,3,5,9,0,0,0,0,0
IL,-1,3,5,9,0,0,0,0,0
IL,-2,2,3,8,0,0,0,0,0
IL,-3,2,3,8,0,0,0,0,0
IL,-4,2,3,8,0,0,0,0,0
IL,-5,1,1,8,0,0,0,0,0
IL,-6,1,1,8,0,0,0,0,0
IL,-7,1,1,8,0,0,0,0,0
IL,-8,1,1,8,0,0,0,0,0
IL,-9,0,0,6,0,0,0,0,0
IL,-10,0,0,0,0,0,0,1,0
PRC,10,2,2,0,0,0,0,0,1
PRC,9,2,2,0,0,0,0,0,1
PRC,8,1,2,0,0,0,0,0,2
PRC,7,1,2,0,0,0,0,0,2
PRC,6,1,2,0,0,0,0,0,2
PRC,5,1,2,0,0,0,0,0,2
PRC,4,1,0,0,0,0,0,0,3
PRC,3,1,0,0,0,0,0,0,3
PRC,2,1,0,0,0,0,0,0,3
PRC,1,1,0,0,0,0,0,0,3
PRC,0,0,0,0,1,0,0,0,4
PRC,-1,0,0,0,1,1,2,0,5
PRC,-2,0,0,0,1,1,2,0,5
PRC,-3,0,0,0,1,1,2,0,5
PRC,-4,0,0,0,1,1,2,0,5
PRC,-5,0,0,0,2,2,2,0,6
PRC,-6,0,0,0,2,2,2,0,6
PRC,-7,0,0,0,2,2,2,0,6
PRC,-8,0,0,0,2,2,2,0,6
PRC,-9,0,0,0,4,4,4,0,7
PRC,-10,0,0,0,4,4,4,0,7
RU,10,2,2,0,0,0,0,0,1
RU,9,2,2,0,0,0,0,0,1
RU,8,1,2,0,0,0,0,0,2
RU,7,1,2,0,0,0,0,0,2
RU,6,1,2,0,0,0,0,0,2
RU,5,1,2,0,0,0,0,0,2
RU,4,1,0,0,0,0,0,0,3
RU,3,1,0,0,0,0,0,0,3
RU,2,1,0,0,0,0,0,0,3
RU,1,1,0,0,0,0,0,0,3
RU,0,0,0,0,1,0,0,0,4
RU,-1,0,0,0,1,2,0,0,5
RU,-2,0,0,0,1,2,0,0,5
RU,-3,0,0,0,1,2,0,0,5
RU,-4,0,0,0,1,2,0,0,5
RU,-5,0,0,0,2,3,2,0,6
RU,-6,0,0,0,2,3,2,0,6
RU,-7,0,0,0,2,3,2,0,6
RU,-8,0,0,0,2,3,2,0,6
RU,-9,0,0,0,4,4,4,0,7
RU,-10,0,0,0,4,4,4,0,7
SA,10,3,2,2,0,0,0,0,1
SA,9,3,2,2,0,0,0,0,1
SA,8,2,0,0,0,0,0,0,2
SA,7,2,0,0,0,0,0,0,2
SA,6,2,0,0,0,0,0,0,2
SA,5,2,0,0,0,0,0,0,2
SA,4,1,0,0,0,0,0,0,3
SA,3,1,0,0,0,0,0,0,3
SA,2,1,0,0,0,0,0,0,3
SA,1,1,0,0,0,0,0,0,3
SA,0,0,0,0,0,0,0,0,4
SA,-1,0,0,0,1,0,0,0,5
SA,-2,0,0,0,1,0,0,0,5
SA,-3,0,0,0,1,0,0,0,5
SA,-4,0,0,0,1,0,0,0,5
SA,-5,0,0,0,2,0,0,0,6
SA,-6,0,0,0,2,0,0,0,6
SA,-7,0,0,0,2,0,0,0,6
SA,-8,0,0,0,2,0,0,0,6
SA,-9,0,0,0,3,2,2,0,7
SA,-10,0,0,0,3,2,2,0,7
UN,10,4,1,0,0,0,0,0,1
UN,9,4,1,0,0,0,0,0,1
UN,8,2,0,0,0,0,0,0,2
UN,7,2,0,0,0,0,0,0,2
UN,6,2,0,0,0,0,0,0,2
UN,5,2,0,0,0,0,0,0,2
UN,4,1,0,0,0,0,0,0,3
UN,3,1,0,0,0,0,0,0,3
UN,2,1,0,0,0,0,0,0,3
UN,1,1,0,0,0,0,0,0,3
UN,0,0,0,0,0,0,0,0,4
UN,-1,0,0,0,1,0,0,0,5
UN,-2,0,0,0,1,0,0,0,5
UN,-3,0,0,0,1,0,0,0,5
UN,-4,0,0,0,1,0,0,0,5
UN,-5,0,0,0,2,0,0,0,6
UN,-6,0,0,0,2,0,0,0,6
UN,-7,0,0,0,2,0,0,0,6
UN,-8,0,0,0,2,0,0,0,6
UN,-9,0,0,0,4,1,0,0,7
UN,-10,0,0,0,4,1,0,0,7
JO,10,2,0,0,0,0,0,0,2
JO,9,2,0,0,0,0,0,0,2
JO,8,2,0,0,0,0,0,0,2
JO,7,2,0,0,0,0,0,0,2
JO,6,2,0,0,0,0,0,0,2
JO,5,2,0,0,0,0,0,0,2
JO,4,1,0,0,0,0,0,0,3
JO,3,1,0,0,0,0,0,0,3
JO,2,1,0,0,0,0,0,0,3
JO,1,1,0,0,0,0,0,0,3
JO,0,0,0,0,0,0,0,0,4
JO,-1,0,0,0,1,0,0,0,5
JO,-2,0,0,0,1,0,0,0,5
JO,-3,0,0,0,1,0,0,0,5
JO,-4,0,0,0,1,0,0,0,5
JO,-5,0,0,0,2,0,0,0,6
JO,-6,0,0,0,2,0,0,0,6
JO,-7,0,0,0,2,0,0,0,6
JO,-8,0,0,0,2,0,0,0,6
JO,-9,0,0,0,3,2,2,0,7
JO,-10,0,0,0,3,2,2,0,7
TR,10,3,2,2,0,0,0,0,1
TR,9,3,2,2,0,0,0,0,1
TR,8,2,1,0,0,0,0,0,2
TR,7,2,1,0,0,0,0,0,2
TR,6,2,1,0,0,0,0,0,2
TR,5,2,1,0,0,0,0,0,2
TR,4,1,0,0,0,0,0,0,3
TR,3,1,0,0,0,0,0,0,3
TR,2,1,0,0,0,0,0,0,3
TR,1,1,0,0,0,0,0,0,3
TR,0,0,0,0,0,0,0,0,4
TR,-1,0,0,0,1,0,0,0,5
TR,-2,0,0,0,1,0,0,0,5
TR,-3,0,0,0,1,0,0,0,5
TR,-4,0,0,0,1,0,0,0,5
TR,-5,0,0,0,2,1,0,0,6
TR,-6,0,0,0,2,1,0,0,6
TR,-7,0,0,0,2,1,0,0,6
TR,-8,0,0,0,2,1,0,0,6
TR,-9,0,0,0,3,2,0,0,7
TR,-10,0,0,0,3,2,0,0,7
US,10,4,4,4,0,0,0,0,1
US,9,4,4,4,0,0,0,0,1
US,8,2,3,2,0,0,0,0,2
US,7,2,3,2,0,0,0,0,2
US,6,2,3,2,0,0,0,0,2
US,5,2,3,2,0,0,0,0,2
US,4,1,2,0,0,0,0,0,3
US,3,1,2,0,0,0,0,0,3
US,2,1,2,0,0,0,0,0,3
US,1,1,2,0,0,0,0,0,3
US,0,1,0,0,0,0,0,0,4
US,-1,0,0,0,1,0,0,0,5
US,-2,0,0,0,1,0,0,0,5
US,-3,0,0,0,1,0,0,0,5
US,-4,0,0,0,1,0,0,0,5
US,-5,0,0,0,2,1,0,0,6
US,-6,0,0,0,2,1,0,0,6
US,-7,0,0,0,2,1,0,0,6
US,-8,0,0,0,2,1,0,0,6
US,-9,0,0,0,2,1,0,0,6
US,-10,0,0,0,2,1,0,0,6
IR,10,0,0,0,0,0,0,1,0
IR,9,0,0,0,1,0,0,0,0
IR,8,0,0,0,2,1,1,0,0
IR,7,0,0,0,2,1,1,0,0
IR,6,0,0,0,2,1,1,0,0
IR,5,0,0,0,2,1,1,0,0
IR,4,0,0,0,3,2,3,0,0
IR,3,0,0,0,3,2,3,0,0
IR,2,0,0,0,3,2,3,0,0
IR,1,0,0,0,4,3,5,0,0
IR,0,0,0,0,4,3,5,0,0
IR,-1,0,0,0,4,3,5,0,0
IR,-2,0,0,0,5,4,6,0,0
IR,-3,0,0,0,5,4,6,0,0
IR,-4,0,0,0,5,4,6,0,0
IR,-5,0,0,0,6,5,6,0,0
IR,-6,0,0,0,6,5,6,0,0
IR,-7,0,0,0,6,5,6,0,0
IR,-8,0,0,0,6,5,6,0,0
IR,-9,0,0,0,7,6,6,0,0
IR,-10,0,0,0,7,6,6,0,0
